text,group,pca_x,pca_y,umap_x,umap_y
you know what's the best feeling in the world ? being used and led on absolutely amazing i just love it so much,SIGN interpretations,0.29801455,-0.097650684,1.9104313,5.9569726
okc is a totally different team with billy donavan as coach scott brooks was clearly not the problem,SIGN interpretations,-0.038948238,0.39792097,1.2264682,11.08497
i 77 you are the worst,SIGN interpretations,0.2518533,-0.12760186,-0.49678442,7.3998017
i hate drunks,SIGN interpretations,0.21946779,-0.14942825,1.2400066,4.968813
clearly fredi was holding the offense back also i think everyone should be shocked mallex has first multi hr game this season,SIGN interpretations,0.03405024,0.43717042,1.828369,11.559676
unattractive,SIGN interpretations,0.045091048,-0.06406386,3.652717,5.603921
im having a hangover and its so bad so far sarcas,SIGN interpretations,0.32477993,-0.035678886,0.737374,5.2925386
i hate the smell of the hospital er at 3 am,SIGN interpretations,0.31925818,-0.10387684,-0.12565626,6.1304736
people talkin ' bout is jon snow alive or how was this years bbma and i'm here like i could really do something with a burger,SIGN interpretations,0.17014262,0.10322637,3.6626937,9.882569
yutaka take tenno sho this weekend kentucky derby next weekend,SIGN interpretations,0.21267909,0.2666661,1.9099833,10.050821
bad thing gs got the refs they wanted there is not a way curry would have drained those 3 s in adams face with them,SIGN interpretations,0.030468993,0.38410887,0.7868656,11.580642
i had a dream that my best friend was dating my ex fling not surprise like that can never happen,SIGN interpretations,0.03517384,0.022839233,2.0195959,5.3056808
it is so excruciating to sleep upright with an arm sling on so excruciating,SIGN interpretations,0.015643552,-0.082943715,-0.700234,6.8107452
nothing wont happen lol ha buying weapons is legal go buy yourself a grenade today,SIGN interpretations,0.01309748,-0.02782131,6.325619,10.954398
yay my kids can't watch little princess on netflix anymore,SIGN interpretations,0.10801079,0.040785674,3.0786312,8.409982
this weekend has been boring,SIGN interpretations,0.38608924,0.06764078,0.8517281,7.3453436
i hate insomnia,SIGN interpretations,0.26492572,-0.21811086,-0.7087943,6.772009
where was coutinho ? he had a poor game didn't seem like he was on the field,SIGN interpretations,0.016317293,0.42239445,2.3610656,11.189493
i'm just a heaux ass nigga,SIGN interpretations,0.117381684,-0.10941348,4.6694717,5.962263
i hate it when my boyfriend texts me back,SIGN interpretations,0.19229633,-0.20275417,3.2475297,6.0516696
i can t get any sleep this night as i slept during the day,SIGN interpretations,0.22825518,-0.032689266,-0.6283122,6.698312
i can't wait to get off work at 7 am just to come right back at 4 pm atleast i'll get a couple hours of sleep,SIGN interpretations,0.33458498,-0.12022462,-0.0699783,7.174016
not surprised that storen gave up a hr considering how he was pitching badly,SIGN interpretations,0.038641803,0.4400021,1.8066584,11.526411
i made a big mistake,SIGN interpretations,0.031969376,-0.023638017,4.724826,6.6740246
an awful mondey morning while commuting to work,SIGN interpretations,0.4009818,-0.11914537,-0.0071380446,7.463359
goodbye for those ' fake ' fans,SIGN interpretations,0.106859066,0.07992813,2.5413423,10.099484
things are going badly,SIGN interpretations,0.3367069,0.104957804,1.4757458,5.908586
please buy the 1 2 back rth esf 2055625,SIGN interpretations,0.099927716,0.12832013,1.731239,8.788616
today is not my day,SIGN interpretations,0.22694561,-0.13246858,1.1306225,6.2036924
i definitely hate things to do with junior reports,SIGN interpretations,0.108390726,-0.09219725,1.7117275,7.4390154
joey logano penalty ? i'm totally happy for that,SIGN interpretations,0.16903412,0.39337716,1.791597,11.1697645
the phillipine president is getting too much unwanted attention,SIGN interpretations,-0.0112249255,0.12047894,3.9733763,8.44816
it s a bad feeling when people ignore your tweets,SIGN interpretations,0.117411055,-0.24066949,4.3189487,5.342034
dammit back in great falls,SIGN interpretations,0.23880413,0.1323146,-0.20892906,9.079164
mistakes can heppen from anyobody be it chase elliott,SIGN interpretations,0.09491656,0.31666407,2.0813363,10.772362
i used to listen all the punjabi raps not because i like them but to improve my branding knowledge,SIGN interpretations,0.06388498,-0.06079621,3.1986759,8.636885
my therapist says i should be a comedian hate to know my pain is funny,SIGN interpretations,0.063966915,-0.23799855,4.7959986,5.8067217
that's the way uh huh uh huh i like it the gym always needs kc and the sunshine band to pump us up,SIGN interpretations,0.21449003,0.08128084,2.8790276,8.792058
i am not as lucky as as everyone i never get the chance to spend summer on a big gray cruise ship,SIGN interpretations,0.25109798,-0.11758437,-0.20763047,8.024987
doing laundry at 12 midnight is the worst,SIGN interpretations,0.2898639,-0.14943969,-0.28207874,7.0885687
tonight is not going to be fun,SIGN interpretations,0.28003696,0.11005487,0.9783186,7.530593
the digital war is on like donkey kong,SIGN interpretations,-0.041921332,0.041480638,3.0391643,8.233439
if is the fruit of critical thinking against cretiny my friends and i run an amazon size plantation,SIGN interpretations,-0.10632111,-0.01880499,2.4655206,8.816968
no thanks to you universe,SIGN interpretations,0.010803618,-0.029851168,2.7885263,6.716079
wow great bend is too much fun i just can't take all this fun all at once i'm overwhelmed with all the fun i'm having,SIGN interpretations,0.28789702,-0.10905985,0.76246893,7.4988985
lots of people talking about the first round of the draft today good thing i don't care about the nfl,SIGN interpretations,0.030269802,0.13097462,1.6523595,10.892838
if you don't want a sarcastic answer don't ask a stupid question,SIGN interpretations,-0.041843437,-0.1242348,5.346767,5.600808
celebrities are not like us they are not cool and relateable,SIGN interpretations,-0.05666417,-0.058594145,3.1952221,9.335597
staying up till 2 30 was completely useless,SIGN interpretations,0.2346322,0.073682755,-0.3830142,7.217386
i am not sorry for southern miss,SIGN interpretations,0.10145465,-0.009976484,0.90812385,10.179377
i love said the person sarcastically,SIGN interpretations,0.01949542,-0.10301817,5.2273536,5.579904
i wish i didn't have to work today my back hurts,SIGN interpretations,0.39450875,-0.15652364,0.25505492,6.631001
i am annoyed by my husband,SIGN interpretations,0.16435051,-0.16641754,2.6358259,5.455723
that is terrible acting,SIGN interpretations,0.09210951,0.17778471,3.1715195,8.815362
a ring does not always state that a man is married,SIGN interpretations,-0.16537383,0.07397968,8.064372,9.41276
sarcasm my superpower,SIGN interpretations,-0.051337942,-0.12523964,5.336674,5.6124206
someone used sarcasm against me and i didn't like it,SIGN interpretations,-0.101298526,-0.17174932,5.422761,5.5514455
i feel sick i can't sleep and i have an exam in four days life is just awful,SIGN interpretations,0.30445242,-0.17423621,-0.07017765,5.8491683
worst day of my life!,SIGN interpretations,0.34696588,-0.076313086,1.1116353,5.9841957
i stayed up watching my team lose and i have an important interview tomorrow,SIGN interpretations,0.37951443,0.11378299,0.5784764,6.968293
people should pick better clothing brands,SIGN interpretations,-0.06563267,0.08165499,1.5434334,8.301772
oh my worst time of year fireworks outside the window,SIGN interpretations,0.29279935,0.017457578,-0.3395217,7.915487
yeap lebron did travel on that pass from sumphert,SIGN interpretations,0.07261928,0.3625645,0.8074226,11.564205
this mistake will cost them the game,SIGN interpretations,0.050305314,0.34406742,2.070338,9.854673
i don t want my arthritis in my knee to get worse as it will affect my walking,SIGN interpretations,0.010626525,-0.06473255,-0.12934178,6.239623
england's team is rubbish,SIGN interpretations,0.05981881,0.2029646,2.7424905,10.639329
i don't like misspeaking,SIGN interpretations,0.096339725,-0.08000029,3.628085,6.5220113
spelled broth brotch today is a bad day,SIGN interpretations,0.15808278,0.051058814,1.260801,6.140731
fb the story of people not using social media last week didn't hurt the stock,SIGN interpretations,-0.038274612,0.06849523,4.1747704,7.5136137
i really don t feel like going to the fez,SIGN interpretations,0.27961865,0.010771386,0.8331169,8.125208
unprepared fo my first blind date courtesy of the ' rents,SIGN interpretations,0.13476929,-0.08172465,1.8228595,6.751816
don't pull others down,SIGN interpretations,0.075175814,-0.0290609,1.795816,9.359885
i hate liars makes me hate life so much,SIGN interpretations,0.06689074,-0.25372353,3.539025,6.166916
i think jesus is super annoyed that the church spends so much time and resources deciding who should be excluded from the church,SIGN interpretations,-0.2701647,-0.0061525777,7.245866,7.7459025
trump is in tampa this week keeps get worse,SIGN interpretations,0.1532056,0.20837703,1.5019206,5.9501443
i'm not happy with the game,SIGN interpretations,0.21390626,0.06932957,1.671089,9.384914
if you believe no make over can change your creepy look congrats you are malnourished,SIGN interpretations,0.02239804,-0.18625724,3.4859579,5.7374496
jake peavy has not been playing good lately,SIGN interpretations,0.13440499,0.41622108,2.0662282,11.260855
i hate this day when everyone discusses about the overrated and not so good cavs,SIGN interpretations,0.1570755,0.08802657,0.73988736,11.060464
hopefully it comes through but h t sarcasm on this one,SIGN interpretations,-0.057400502,-0.029033266,5.227344,5.439735
a group of white ppl just gave me a genius explanation of why white privilege isn't real,SIGN interpretations,-0.18875015,-0.1380645,6.7982545,9.068041
call the moving screen,SIGN interpretations,0.085829385,0.028907733,1.0940934,9.765118
i don't like silence,SIGN interpretations,0.1034695,-0.091218226,3.376501,6.9470634
i hate taxes,SIGN interpretations,0.10892124,-0.17570376,1.7549974,7.9923773
just saw an update that the new espresso martini is a chaitini here in melbourne i can't wait for the matcha martini,SIGN interpretations,0.1939677,0.13663217,1.612891,9.035394
she likes the kids he likes the process,SIGN interpretations,-0.024113012,0.05954189,3.1280506,5.380535
horrible job america you have elected donald trump as the republican candidate for the presidency,SIGN interpretations,-0.027397208,0.0067652836,5.131786,9.142871
being the third wheel is awesome,SIGN interpretations,0.18106824,-0.009106398,0.50978315,8.522175
2 nhl conference finals both 2 2 no one has any idea who will win this the nba would never stand for this unpredictability,SIGN interpretations,-0.019461349,0.24447924,0.8596431,10.890828
not ok horrible way to start my day this sucks fuck you,SIGN interpretations,0.25956815,-0.17643148,1.0921907,6.232267
i am against the immunity feminist pply enjoy,SIGN interpretations,-0.1654732,-0.12441593,8.121682,8.423296
i guess bama won that title on credit because obviously they have the 1 stround talent that ohio state and ole miss had,SIGN interpretations,-0.0106214285,0.2511525,0.9150233,10.354608
you're not great,SIGN interpretations,0.16894275,-0.07458205,2.7975283,6.643881
no we don t have scrap maging shock absorber,SIGN interpretations,-0.08779895,0.18022537,6.4788623,11.014166
this just in a guy smoked weed in college unbelievable,SIGN interpretations,0.033168763,0.07190417,0.444724,5.850357
i can t afford to concentrate right now,SIGN interpretations,0.29375282,-0.13169342,1.2464167,7.1227493
east is the worst place,SIGN interpretations,0.1490095,0.08598251,1.1183388,10.460526
worry our politicians don't have anything under control,SIGN interpretations,-0.06063624,0.064540684,5.066889,9.301145
i don't like it when people go quiet when you don't tell them exactly what they want to hear,SIGN interpretations,0.0021198094,-0.2844253,3.5319855,6.8537836
bummer got lost on the trains for 3 hours,SIGN interpretations,0.37869015,0.12986672,0.85234827,8.738929
omg they're so cool and relateable celebs are nothing like us guys hahahahahahahaha,SIGN interpretations,0.03541553,0.03828238,3.185807,9.328365
apparently zac efron is shredded i wonder how he got that way,SIGN interpretations,0.067824274,0.16779518,2.9842896,9.706538
dad can't pick a radio station,SIGN interpretations,0.116519414,0.07311176,2.4602172,7.617123
